99.0,94.0,0.007418412352986147,0.24,ch to bs
100.0,0.0,0.010814744024971647,0.25,ch to bs
98.0,6.0,0.008939152024986697,0.28,ch to bs
21.0,50.0,0.004160220972183842,0.42,merge pkt 
46.0,29.0,0.00201570223281512,0.57,merge pkt 
59.0,44.0,0.06076841852151211,0.39,ch send optimize
94.0,55.0,0.005070302125337182,0.37,ch to bs
45.0,46.0,0.0020912566835017718,0.23,merge pkt 
97.0,11.0,0.00018690559962479587,0.35,data cm to ch
34.0,39.0,0.004247153412438002,0.34,merge pkt 
95.0,4.0,0.005238309161949503,0.48,ch to bs
16.0,43.0,0.0004246703843403825,0.62,merge pkt 
34.0,51.0,1.1876447372746981e-07,0.92,cch recive each,cch recive each,cch recive each,cch recive each,cch recive each
97.0,97.0,0.008722064855981634,0.31,ch to bs
38.0,59.0,0.03033310060248475,0.22,ch send optimize
34.0,55.0,0.00043459415180293194,0.29,merge pkt 
5.0,63.0,0.0009040934019907676,0.47,merge pkt 
43.0,45.0,0.00013687798979774508,0.38,data cm to ch
97.0,11.0,0.004331795442638646,0.2,ch to bs
95.0,5.0,0.00038273304262680477,0.2,ch to bs
100.0,96.0,0.004484397155301333,0.25,ch to bs
34.0,15.0,0.0035935959336766887,0.99,merge pkt 
33.0,43.0,2.813460247285413e-05,0.64,data cm to ch
42.0,45.0,0.0013758127997740928,0.31,ch recive 
98.0,23.0,0.006800220309988878,0.25,ch to bs
29.0,36.0,0.0024960285214932726,0.55,merge pkt 
17.0,23.0,0.05939484059202575,0.13,ch send optimize
91.0,4.0,0.0018160207289354708,0.41,ch to bs
85.0,47.0,0.13011029722675152,0.11,ch send optimize
98.0,78.0,0.00797497597533052,0.28,ch to bs
92.0,54.0,0.0030565546123899013,0.35,ch to bs
48.0,48.0,0.00016900031381069964,0.41,data cm to ch
100.0,17.0,0.009018109625323626,0.24,ch to bs
39.0,56.0,0.0019515865567974369,0.37,merge pkt 
94.0,100.0,0.00014876725995154475,0.39,data cm to ch
100.0,9.0,0.008974254261966576,0.36,ch to bs
2.0,27.0,0.3843095902223393,0.21,ch send optimize
96.0,96.0,0.00686322734659854,0.52,ch to bs
38.0,31.0,0.001148085782124653,0.55,merge pkt 
29.0,47.0,0.00018057815177545966,0.49,data cm to ch
89.0,78.0,0.005444542161697543,0.41,ch to bs
34.0,64.0,6.7919898206752744e-06,0.5,cch anno,cch anno,cch anno,cch recive each,cch recive each,cch recive each,cch recive each
79.0,47.0,0.00192804871875942,0.4,ch to bs
100.0,97.0,0.007038813545274516,0.36,ch to bs
21.0,54.0,0.002554363574424336,0.77,ch recive 
99.0,95.0,0.010060447875324533,0.29,ch to bs
52.0,49.0,7.230468350031584e-05,0.41,data cm to ch
96.0,74.0,0.0018629279243831585,0.39,ch to bs
98.0,99.0,0.0018019452186363587,0.21,ch to bs
47.0,87.0,0.27836639434910254,0.11,ch send optimize
